'2017-02-25 08:00:00','2017-02-25 12:30:00',1
'2017-02-26 08:00:00','2017-02-26 12:30:00',1
'2017-02-27 08:00:00','2017-02-27 12:30:00',1
'2017-02-28 08:00:00','2017-02-28 12:30:00',1
'2017-03-01 08:00:00','2017-03-01 12:30:00',1
'2017-03-02 08:00:00','2017-03-02 12:30:00',1
'2017-03-03 08:00:00','2017-03-03 12:30:00',1
'2017-03-04 08:00:00','2017-03-04 11:00:00',1
'2017-03-05 08:00:00','2017-03-05 11:00:00',1
'2017-03-06 08:00:00','2017-03-06 11:00:00',1
'2017-03-07 08:00:00','2017-03-07 11:00:00',1
'2017-03-08 08:00:00','2017-03-08 11:00:00',1
'2017-03-09 08:00:00','2017-03-09 11:00:00',1
'2017-03-10 08:00:00','2017-03-10 11:00:00',1
'2017-03-11 08:00:00','2017-03-11 11:00:00',1
'2017-03-12 08:00:00','2017-03-12 11:00:00',1
'2017-03-13 08:00:00','2017-03-13 11:00:00',1
'2017-03-14 08:00:00','2017-03-14 11:00:00',1
'2017-03-15 08:00:00','2017-03-15 11:00:00',1
'2017-03-16 08:00:00','2017-03-16 11:00:00',1
'2017-03-17 08:00:00','2017-03-17 11:00:00',1
'2017-03-18 08:00:00','2017-03-18 11:00:00',1
'2017-03-19 08:00:00','2017-03-19 11:00:00',1
'2017-03-20 08:00:00','2017-03-20 11:00:00',1
'2017-03-21 08:00:00','2017-03-21 11:00:00',1
'2017-03-22 08:00:00','2017-03-22 11:00:00',1
'2017-03-23 08:00:00','2017-03-23 11:00:00',1
'2017-03-24 08:00:00','2017-03-24 11:00:00',1
'2017-03-25 08:00:00','2017-03-25 11:00:00',1
'2017-03-26 08:00:00','2017-03-26 11:00:00',1
'2017-03-27 08:00:00','2017-03-27 11:00:00',1
'2017-03-28 08:00:00','2017-03-28 11:00:00',1
'2017-03-29 08:00:00','2017-03-29 11:00:00',1
'2017-03-30 08:00:00','2017-03-30 11:00:00',1
'2017-03-31 08:00:00','2017-03-31 11:00:00',1
'2017-04-01 08:00:00','2017-04-01 11:00:00',1
'2017-04-02 08:00:00','2017-04-02 11:00:00',1
'2017-04-03 08:00:00','2017-04-03 11:00:00',1
'2017-04-04 08:00:00','2017-04-04 11:00:00',1
'2017-04-05 08:00:00','2017-04-05 11:00:00',1
'2017-04-06 08:00:00','2017-04-06 11:00:00',1
'2017-04-07 08:00:00','2017-04-07 11:00:00',1
'2017-04-08 08:00:00','2017-04-08 11:00:00',1
'2017-04-09 08:00:00','2017-04-09 11:00:00',1
'2017-04-10 08:00:00','2017-04-10 11:00:00',1
'2017-04-11 08:00:00','2017-04-11 11:00:00',1
'2017-04-12 08:00:00','2017-04-12 11:00:00',1
'2017-04-13 08:00:00','2017-04-13 11:00:00',1
'2017-04-14 08:00:00','2017-04-14 11:00:00',1
'2017-04-15 08:00:00','2017-04-15 11:00:00',1
'2017-04-16 08:00:00','2017-04-16 11:00:00',1
'2017-04-17 08:00:00','2017-04-17 11:00:00',1
'2017-04-18 08:00:00','2017-04-18 11:00:00',1
'2017-04-19 08:00:00','2017-04-19 11:00:00',1
'2017-04-20 08:00:00','2017-04-20 11:00:00',1
'2017-04-21 08:00:00','2017-04-21 11:00:00',1
'2017-04-22 08:00:00','2017-04-22 11:00:00',1
'2017-04-23 08:00:00','2017-04-23 11:00:00',1
'2017-04-24 08:00:00','2017-04-24 11:00:00',1
'2017-04-25 08:00:00','2017-04-25 11:00:00',1
'2017-04-26 08:00:00','2017-04-26 11:00:00',1
'2017-04-27 08:00:00','2017-04-27 11:00:00',1
'2017-04-28 08:00:00','2017-04-28 11:00:00',1
'2017-04-29 08:00:00','2017-04-29 11:00:00',1
'2017-04-30 08:00:00','2017-04-30 11:00:00',1
'2017-05-01 08:00:00','2017-05-01 11:00:00',1
'2017-05-02 08:00:00','2017-05-02 11:00:00',1
'2017-05-03 08:00:00','2017-05-03 11:00:00',1
'2017-05-04 08:00:00','2017-05-04 11:00:00',1
'2017-05-05 08:00:00','2017-05-05 11:00:00',1
'2017-05-06 08:00:00','2017-05-06 11:00:00',1
'2017-05-07 08:00:00','2017-05-07 11:00:00',1
'2017-05-08 08:00:00','2017-05-08 11:00:00',1
'2017-05-09 08:00:00','2017-05-09 11:00:00',1
'2017-05-10 08:00:00','2017-05-10 11:00:00',1
'2017-05-11 08:00:00','2017-05-11 11:00:00',1
'2017-05-12 08:00:00','2017-05-12 11:00:00',1
'2017-05-13 08:00:00','2017-05-13 11:00:00',1
'2017-05-14 08:00:00','2017-05-14 11:00:00',1
'2017-05-15 08:00:00','2017-05-15 11:00:00',1
'2017-05-16 08:00:00','2017-05-16 11:00:00',1
'2017-05-17 08:00:00','2017-05-17 11:00:00',1
'2017-05-18 08:00:00','2017-05-18 11:00:00',1
'2017-05-19 08:00:00','2017-05-19 11:00:00',1
'2017-05-20 08:00:00','2017-05-20 11:00:00',1
'2017-05-21 08:00:00','2017-05-21 11:00:00',1
'2017-05-22 08:00:00','2017-05-22 11:00:00',1
'2017-05-23 08:00:00','2017-05-23 11:00:00',1
'2017-05-24 08:00:00','2017-05-24 11:00:00',1
'2017-05-25 08:00:00','2017-05-25 11:00:00',1
'2017-05-26 08:00:00','2017-05-26 11:00:00',1
'2017-05-27 08:00:00','2017-05-27 11:00:00',1
'2017-05-28 08:00:00','2017-05-28 11:00:00',1
'2017-05-29 08:00:00','2017-05-29 11:00:00',1
'2017-05-30 08:00:00','2017-05-30 11:00:00',1
'2017-05-31 08:00:00','2017-05-31 11:00:00',1
'2017-06-01 08:00:00','2017-06-01 11:00:00',1
'2017-06-02 08:00:00','2017-06-02 11:00:00',1
'2017-06-03 08:00:00','2017-06-03 11:00:00',1
'2017-06-04 08:00:00','2017-06-04 11:00:00',1
'2017-06-05 08:00:00','2017-06-05 11:00:00',1
'2017-06-06 08:00:00','2017-06-06 11:00:00',1
'2017-06-07 08:00:00','2017-06-07 11:00:00',1
'2017-06-08 08:00:00','2017-06-08 11:00:00',1
'2017-06-09 08:00:00','2017-06-09 11:00:00',1
'2017-06-10 08:00:00','2017-06-10 11:00:00',1
'2017-06-11 08:00:00','2017-06-11 11:00:00',1
'2017-06-12 08:00:00','2017-06-12 11:00:00',1
'2017-06-13 08:00:00','2017-06-13 11:00:00',1
'2017-06-14 08:00:00','2017-06-14 11:00:00',1
'2017-06-15 08:00:00','2017-06-15 11:00:00',1
'2017-06-16 08:00:00','2017-06-16 11:00:00',1
'2017-06-17 08:00:00','2017-06-17 11:00:00',1
'2017-06-18 08:00:00','2017-06-18 11:00:00',1
'2017-06-19 08:00:00','2017-06-19 11:00:00',1
'2017-06-20 08:00:00','2017-06-20 11:00:00',1
'2017-06-21 08:00:00','2017-06-21 11:00:00',1
'2017-06-22 08:00:00','2017-06-22 11:00:00',1
'2017-06-23 08:00:00','2017-06-23 11:00:00',1
'2017-06-24 08:00:00','2017-06-24 11:00:00',1
'2017-06-25 08:00:00','2017-06-25 11:00:00',1
'2017-06-26 08:00:00','2017-06-26 11:00:00',1
'2017-06-27 08:00:00','2017-06-27 11:00:00',1
'2017-06-28 08:00:00','2017-06-28 11:00:00',1
'2017-06-29 08:00:00','2017-06-29 11:00:00',1
'2017-06-30 08:00:00','2017-06-30 11:00:00',1
'2017-07-01 08:00:00','2017-07-01 11:00:00',1
'2017-07-02 08:00:00','2017-07-02 11:00:00',1
'2017-07-03 08:00:00','2017-07-03 11:00:00',1
'2017-07-04 08:00:00','2017-07-04 11:00:00',1
'2017-07-05 08:00:00','2017-07-05 11:00:00',1
'2017-07-06 08:00:00','2017-07-06 11:00:00',1
'2017-07-07 08:00:00','2017-07-07 11:00:00',1
'2017-07-08 08:00:00','2017-07-08 11:00:00',1
'2017-07-09 08:00:00','2017-07-09 11:00:00',1
'2017-07-10 08:00:00','2017-07-10 11:00:00',1
'2017-07-11 08:00:00','2017-07-11 11:00:00',1
'2017-07-12 08:00:00','2017-07-12 11:00:00',1
'2017-07-13 08:00:00','2017-07-13 11:00:00',1
'2017-07-14 08:00:00','2017-07-14 11:00:00',1
'2017-07-15 08:00:00','2017-07-15 11:00:00',1
'2017-07-16 08:00:00','2017-07-16 11:00:00',1
'2017-07-17 08:00:00','2017-07-17 11:00:00',1
'2017-07-18 08:00:00','2017-07-18 11:00:00',1
'2017-07-19 08:00:00','2017-07-19 11:00:00',1
'2017-07-20 08:00:00','2017-07-20 11:00:00',1
'2017-07-21 08:00:00','2017-07-21 11:00:00',1
'2017-07-22 08:00:00','2017-07-22 11:00:00',1
'2017-07-23 08:00:00','2017-07-23 11:00:00',1
'2017-07-24 08:00:00','2017-07-24 11:00:00',1
'2017-07-25 08:00:00','2017-07-25 11:00:00',1
'2017-07-26 08:00:00','2017-07-26 11:00:00',1
'2017-07-27 08:00:00','2017-07-27 11:00:00',1
'2017-07-28 08:00:00','2017-07-28 11:00:00',1
'2017-07-29 08:00:00','2017-07-29 11:00:00',1
'2017-07-30 08:00:00','2017-07-30 11:00:00',1
'2017-07-31 08:00:00','2017-07-31 11:00:00',1
'2017-08-01 08:00:00','2017-08-01 11:00:00',1
'2017-08-02 08:00:00','2017-08-02 11:00:00',1
'2017-08-03 08:00:00','2017-08-03 11:00:00',1
'2017-08-04 08:00:00','2017-08-04 11:00:00',1
'2017-08-05 08:00:00','2017-08-05 11:00:00',1
'2017-08-06 08:00:00','2017-08-06 11:00:00',1
'2017-08-07 08:00:00','2017-08-07 11:00:00',1
'2017-08-08 08:00:00','2017-08-08 11:00:00',1
'2017-08-09 08:00:00','2017-08-09 11:00:00',1
'2017-08-10 08:00:00','2017-08-10 11:00:00',1
'2017-08-11 08:00:00','2017-08-11 11:00:00',1
'2017-08-12 08:00:00','2017-08-12 11:00:00',1
'2017-08-13 08:00:00','2017-08-13 11:00:00',1
'2017-08-14 08:00:00','2017-08-14 11:00:00',1
'2017-08-15 08:00:00','2017-08-15 11:00:00',1
'2017-08-16 08:00:00','2017-08-16 11:00:00',1
'2017-08-17 08:00:00','2017-08-17 11:00:00',1
'2017-08-18 08:00:00','2017-08-18 11:00:00',1
'2017-08-19 08:00:00','2017-08-19 11:00:00',1
'2017-08-20 08:00:00','2017-08-20 11:00:00',1
'2017-08-21 08:00:00','2017-08-21 11:00:00',1
'2017-08-22 08:00:00','2017-08-22 11:00:00',1
'2017-08-23 08:00:00','2017-08-23 11:00:00',1
'2017-08-24 08:00:00','2017-08-24 11:00:00',1
'2017-08-25 08:00:00','2017-08-25 11:00:00',1
'2017-08-26 08:00:00','2017-08-26 11:00:00',1
'2017-08-27 08:00:00','2017-08-27 11:00:00',1
'2017-08-28 08:00:00','2017-08-28 11:00:00',1
'2017-08-29 08:00:00','2017-08-29 11:00:00',1
'2017-08-30 08:00:00','2017-08-30 11:00:00',1
'2017-08-31 08:00:00','2017-08-31 11:00:00',1
'2017-09-01 08:00:00','2017-09-01 11:00:00',1
'2017-09-02 08:00:00','2017-09-02 11:00:00',1
'2017-09-03 08:00:00','2017-09-03 11:00:00',1
'2017-09-04 08:00:00','2017-09-04 11:00:00',1
'2017-09-05 08:00:00','2017-09-05 11:00:00',1
'2017-09-06 08:00:00','2017-09-06 11:00:00',1
'2017-09-07 08:00:00','2017-09-07 11:00:00',1
'2017-09-08 08:00:00','2017-09-08 11:00:00',1
'2017-09-09 08:00:00','2017-09-09 11:00:00',1
'2017-09-10 08:00:00','2017-09-10 11:00:00',1
'2017-09-11 08:00:00','2017-09-11 11:00:00',1
'2017-09-12 08:00:00','2017-09-12 11:00:00',1
'2017-09-13 08:00:00','2017-09-13 11:00:00',1
'2017-09-14 08:00:00','2017-09-14 11:00:00',1
'2017-09-15 08:00:00','2017-09-15 11:00:00',1
'2017-09-16 08:00:00','2017-09-16 11:00:00',1
'2017-09-17 08:00:00','2017-09-17 11:00:00',1
'2017-09-18 08:00:00','2017-09-18 11:00:00',1
'2017-09-19 08:00:00','2017-09-19 11:00:00',1
'2017-09-20 08:00:00','2017-09-20 11:00:00',1
'2017-09-21 08:00:00','2017-09-21 11:00:00',1
'2017-09-22 08:00:00','2017-09-22 11:00:00',1
'2017-09-23 08:00:00','2017-09-23 11:00:00',1
'2017-09-24 08:00:00','2017-09-24 11:00:00',1
'2017-09-25 08:00:00','2017-09-25 11:00:00',1
'2017-09-26 08:00:00','2017-09-26 11:00:00',1
'2017-09-27 08:00:00','2017-09-27 11:00:00',1
'2017-09-28 08:00:00','2017-09-28 11:00:00',1
'2017-09-29 08:00:00','2017-09-29 11:00:00',1
'2017-09-30 08:00:00','2017-09-30 11:00:00',1
'2017-10-01 08:00:00','2017-10-01 11:00:00',1
'2017-10-02 08:00:00','2017-10-02 11:00:00',1
'2017-10-03 08:00:00','2017-10-03 11:00:00',1
'2017-10-04 08:00:00','2017-10-04 11:00:00',1
'2017-10-05 08:00:00','2017-10-05 11:00:00',1
'2017-10-06 08:00:00','2017-10-06 11:00:00',1
'2017-10-07 08:00:00','2017-10-07 11:00:00',1
'2017-10-08 08:00:00','2017-10-08 11:00:00',1
'2017-10-09 08:00:00','2017-10-09 11:00:00',1
'2017-10-10 08:00:00','2017-10-10 11:00:00',1
'2017-10-11 08:00:00','2017-10-11 11:00:00',1
'2017-10-12 08:00:00','2017-10-12 11:00:00',1
'2017-10-13 08:00:00','2017-10-13 11:00:00',1
'2017-10-14 08:00:00','2017-10-14 11:00:00',1
'2017-10-15 08:00:00','2017-10-15 11:00:00',1
'2017-10-16 08:00:00','2017-10-16 11:00:00',1
'2017-10-17 08:00:00','2017-10-17 11:00:00',1
'2017-10-18 08:00:00','2017-10-18 11:00:00',1
'2017-10-19 08:00:00','2017-10-19 11:00:00',1
'2017-10-20 08:00:00','2017-10-20 11:00:00',1
'2017-10-21 08:00:00','2017-10-21 11:00:00',1
'2017-10-22 08:00:00','2017-10-22 11:00:00',1
'2017-10-23 08:00:00','2017-10-23 11:00:00',1
'2017-10-24 08:00:00','2017-10-24 11:00:00',1
'2017-10-25 08:00:00','2017-10-25 11:00:00',1
'2017-10-26 08:00:00','2017-10-26 11:00:00',1
'2017-10-27 08:00:00','2017-10-27 11:00:00',1
'2017-10-28 08:00:00','2017-10-28 11:00:00',1
'2017-10-29 08:00:00','2017-10-29 11:00:00',1
'2017-10-30 08:00:00','2017-10-30 11:00:00',1
'2017-10-31 08:00:00','2017-10-31 11:00:00',1
'2017-11-01 08:00:00','2017-11-01 11:00:00',1
'2017-11-02 08:00:00','2017-11-02 11:00:00',1
'2017-11-03 08:00:00','2017-11-03 11:00:00',1
'2017-11-04 08:00:00','2017-11-04 11:00:00',1
'2017-11-05 08:00:00','2017-11-05 11:00:00',1
'2017-11-06 08:00:00','2017-11-06 11:00:00',1
'2017-11-07 08:00:00','2017-11-07 11:00:00',1
'2017-11-08 08:00:00','2017-11-08 11:00:00',1
'2017-11-09 08:00:00','2017-11-09 11:00:00',1
'2017-11-10 08:00:00','2017-11-10 11:00:00',1
'2017-11-11 08:00:00','2017-11-11 11:00:00',1
'2017-11-12 08:00:00','2017-11-12 11:00:00',1
'2017-11-13 08:00:00','2017-11-13 11:00:00',1
'2017-11-14 08:00:00','2017-11-14 11:00:00',1
'2017-11-15 08:00:00','2017-11-15 11:00:00',1
'2017-11-16 08:00:00','2017-11-16 11:00:00',1
'2017-11-17 08:00:00','2017-11-17 11:00:00',1
'2017-11-18 08:00:00','2017-11-18 11:00:00',1
'2017-11-19 08:00:00','2017-11-19 11:00:00',1
'2017-11-20 08:00:00','2017-11-20 11:00:00',1
'2017-11-21 08:00:00','2017-11-21 11:00:00',1
'2017-11-22 08:00:00','2017-11-22 11:00:00',1
'2017-11-23 08:00:00','2017-11-23 11:00:00',1
'2017-11-24 08:00:00','2017-11-24 11:00:00',1
'2017-11-25 08:00:00','2017-11-25 11:00:00',1
'2017-11-26 08:00:00','2017-11-26 11:00:00',1
'2017-11-27 08:00:00','2017-11-27 11:00:00',1
'2017-11-28 08:00:00','2017-11-28 11:00:00',1
'2017-11-29 08:00:00','2017-11-29 11:00:00',1
'2017-11-30 08:00:00','2017-11-30 11:00:00',1
'2017-12-01 08:00:00','2017-12-01 11:00:00',1
'2016-12-01 10:00:00','2016-12-01 14:30:00',5
'2016-12-02 10:00:00','2016-12-02 14:30:00',5
'2016-12-03 10:00:00','2016-12-03 14:30:00',5
'2016-12-04 10:00:00','2016-12-04 14:30:00',5
'2016-12-05 10:00:00','2016-12-05 14:30:00',5
'2016-12-06 10:00:00','2016-12-06 14:30:00',5
'2016-12-07 10:00:00','2016-12-07 14:30:00',5
'2016-12-08 10:00:00','2016-12-08 14:30:00',5
'2016-12-09 10:00:00','2016-12-09 14:30:00',5
'2016-12-10 10:00:00','2016-12-10 14:30:00',5
'2016-12-11 10:00:00','2016-12-11 14:30:00',5
'2016-12-12 10:00:00','2016-12-12 14:30:00',5
'2016-12-13 10:00:00','2016-12-13 14:30:00',5
'2016-12-14 10:00:00','2016-12-14 14:30:00',5
'2016-12-15 10:00:00','2016-12-15 14:30:00',5
'2016-12-16 10:00:00','2016-12-16 14:30:00',5
'2016-12-17 10:00:00','2016-12-17 14:30:00',5
'2016-12-18 10:00:00','2016-12-18 14:30:00',5
'2016-12-19 10:00:00','2016-12-19 14:30:00',5
'2016-12-20 10:00:00','2016-12-20 14:30:00',5
'2016-12-21 10:00:00','2016-12-21 14:30:00',5
'2016-12-22 10:00:00','2016-12-22 14:30:00',5
'2016-12-23 10:00:00','2016-12-23 14:30:00',5
'2016-12-24 10:00:00','2016-12-24 14:30:00',5
'2016-12-25 10:00:00','2016-12-25 14:30:00',5
'2016-12-26 10:00:00','2016-12-26 14:30:00',5
'2016-12-27 10:00:00','2016-12-27 14:30:00',5
'2016-12-28 10:00:00','2016-12-28 14:30:00',5
'2016-12-29 10:00:00','2016-12-29 14:30:00',5
'2016-12-30 10:00:00','2016-12-30 14:30:00',5
'2016-12-31 10:00:00','2016-12-31 14:30:00',5
'2017-01-01 10:00:00','2017-01-01 14:30:00',5
'2017-01-02 10:00:00','2017-01-02 14:30:00',5
'2017-01-03 10:00:00','2017-01-03 14:30:00',5
'2017-01-04 10:00:00','2017-01-04 14:30:00',5
'2017-01-05 10:00:00','2017-01-05 14:30:00',5
'2017-01-06 10:00:00','2017-01-06 14:30:00',5
'2017-01-07 10:00:00','2017-01-07 14:30:00',5
'2017-01-08 10:00:00','2017-01-08 14:30:00',5
'2017-01-09 10:00:00','2017-01-09 14:30:00',5
'2017-01-10 10:00:00','2017-01-10 14:30:00',5
'2017-01-11 10:00:00','2017-01-11 14:30:00',5
'2017-01-12 10:00:00','2017-01-12 14:30:00',5
'2017-01-13 10:00:00','2017-01-13 14:30:00',5
'2017-01-14 10:00:00','2017-01-14 14:30:00',5
'2017-01-15 10:00:00','2017-01-15 14:30:00',5
'2017-01-16 10:00:00','2017-01-16 14:30:00',5
'2017-01-17 10:00:00','2017-01-17 14:30:00',5
'2017-01-18 10:00:00','2017-01-18 14:30:00',5
'2017-01-19 10:00:00','2017-01-19 14:30:00',5
'2017-01-20 10:00:00','2017-01-20 14:30:00',5
'2017-01-21 10:00:00','2017-01-21 14:30:00',5
'2017-01-22 10:00:00','2017-01-22 14:30:00',5
'2017-01-23 10:00:00','2017-01-23 14:30:00',5
'2017-01-24 10:00:00','2017-01-24 14:30:00',5
'2017-01-25 10:00:00','2017-01-25 14:30:00',5
'2017-01-26 10:00:00','2017-01-26 14:30:00',5
'2017-01-27 10:00:00','2017-01-27 14:30:00',5
'2017-01-28 10:00:00','2017-01-28 14:30:00',5
'2017-01-29 10:00:00','2017-01-29 14:30:00',5
'2017-01-30 10:00:00','2017-01-30 14:30:00',5
'2017-01-31 10:00:00','2017-01-31 14:30:00',5
'2017-02-01 10:00:00','2017-02-01 14:30:00',5
'2017-02-02 10:00:00','2017-02-02 14:30:00',5
'2017-02-03 10:00:00','2017-02-03 14:30:00',5
'2017-02-04 10:00:00','2017-02-04 14:30:00',5
'2017-02-05 10:00:00','2017-02-05 14:30:00',5
'2017-02-06 10:00:00','2017-02-06 14:30:00',5
'2017-02-07 10:00:00','2017-02-07 14:30:00',5
'2017-02-08 10:00:00','2017-02-08 14:30:00',5
'2017-02-09 10:00:00','2017-02-09 14:30:00',5
'2017-02-10 10:00:00','2017-02-10 14:30:00',5
'2017-02-11 10:00:00','2017-02-11 14:30:00',5
'2017-02-12 10:00:00','2017-02-12 14:30:00',5
'2017-02-13 10:00:00','2017-02-13 14:30:00',5
'2017-02-14 10:00:00','2017-02-14 14:30:00',5
'2017-02-15 10:00:00','2017-02-15 14:30:00',5
'2017-02-16 10:00:00','2017-02-16 14:30:00',5
'2017-02-17 10:00:00','2017-02-17 14:30:00',5
'2017-02-18 10:00:00','2017-02-18 14:30:00',5
'2017-02-19 10:00:00','2017-02-19 14:30:00',5
'2017-02-20 10:00:00','2017-02-20 14:30:00',5
'2017-02-21 10:00:00','2017-02-21 14:30:00',5
'2017-02-22 10:00:00','2017-02-22 14:30:00',5
'2017-02-23 10:00:00','2017-02-23 14:30:00',5
'2017-02-24 10:00:00','2017-02-24 14:30:00',5
'2017-02-25 10:00:00','2017-02-25 14:30:00',5
'2017-02-26 10:00:00','2017-02-26 14:30:00',5
'2017-02-27 10:00:00','2017-02-27 14:30:00',5
'2017-02-28 10:00:00','2017-02-28 14:30:00',5
'2017-03-01 10:00:00','2017-03-01 14:30:00',5
'2017-03-02 10:00:00','2017-03-02 14:30:00',5
'2017-03-03 10:00:00','2017-03-03 14:30:00',5
'2017-03-04 10:00:00','2017-03-04 14:30:00',5
'2017-03-05 10:00:00','2017-03-05 14:30:00',5
'2017-03-06 10:00:00','2017-03-06 14:30:00',5
'2017-03-07 10:00:00','2017-03-07 14:30:00',5
'2017-03-08 10:00:00','2017-03-08 14:30:00',5
'2017-03-09 10:00:00','2017-03-09 14:30:00',5
'2017-03-10 10:00:00','2017-03-10 14:30:00',5
'2017-03-11 10:00:00','2017-03-11 14:30:00',5
'2017-03-12 10:00:00','2017-03-12 14:30:00',5
'2017-03-13 10:00:00','2017-03-13 14:30:00',5
'2017-03-14 10:00:00','2017-03-14 14:30:00',5
'2017-03-15 10:00:00','2017-03-15 14:30:00',5
'2017-03-16 10:00:00','2017-03-16 14:30:00',5
'2017-03-17 10:00:00','2017-03-17 14:30:00',5
'2017-03-18 10:00:00','2017-03-18 14:30:00',5
'2017-03-19 10:00:00','2017-03-19 14:30:00',5
'2017-03-20 10:00:00','2017-03-20 14:30:00',5
'2017-03-21 10:00:00','2017-03-21 14:30:00',5
'2017-03-22 10:00:00','2017-03-22 14:30:00',5
'2017-03-23 10:00:00','2017-03-23 14:30:00',5
'2017-03-24 10:00:00','2017-03-24 14:30:00',5
'2017-03-25 10:00:00','2017-03-25 14:30:00',5
'2017-03-26 10:00:00','2017-03-26 14:30:00',5
